,location,total_sqft,bath,price,bhk
4845,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
4846,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
4847,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
4848,Sarjapura - Attibele Road,740.0,1.0,23.65,1
4849,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
4850,Sector 2 HSR Layout,1296.0,2.0,75.0,2
4851,Sector 2 HSR Layout,794.0,1.0,60.0,1
4852,Sector 2 HSR Layout,1143.0,2.0,65.0,2
4853,Sector 2 HSR Layout,794.0,1.0,65.0,1
4854,Sector 2 HSR Layout,1665.0,3.0,110.0,3
4855,Sector 2 HSR Layout,1332.0,2.0,101.0,2
4856,Sector 2 HSR Layout,1095.0,2.0,85.41,2
4857,Sector 7 HSR Layout,1163.0,2.0,98.86,2
4858,Sector 7 HSR Layout,1760.0,3.0,145.0,3
4859,Sector 7 HSR Layout,3900.0,3.0,300.0,3
4860,Sector 7 HSR Layout,1163.0,2.0,98.86,2
4861,Sector 7 HSR Layout,1342.0,2.0,115.0,2
4862,Sector 7 HSR Layout,1760.0,3.0,160.0,3
4863,Sector 7 HSR Layout,1760.0,3.0,142.0,3
4864,Sector 7 HSR Layout,2400.0,2.0,195.0,3
4865,Sector 7 HSR Layout,1760.0,3.0,185.0,3
4866,Sector 7 HSR Layout,1162.0,2.0,98.77,2
4867,Seegehalli,901.0,2.0,35.14,2
4868,Seegehalli,800.0,1.0,50.0,2
4869,Seegehalli,1118.0,2.0,37.5,2
4870,Seegehalli,1200.0,2.0,62.0,3
4871,Seegehalli,1155.0,2.0,72.0,2
4872,Seegehalli,1830.0,4.0,82.0,3
4873,Seegehalli,4000.0,3.0,235.0,3
4874,Seegehalli,1096.0,2.0,41.0,2
4875,Seegehalli,1553.0,3.0,68.0,3
4876,Seegehalli,1639.0,3.0,120.0,3
4877,Seegehalli,3000.0,4.0,235.0,3
4878,Seegehalli,1134.0,2.0,45.0,2
4879,Seegehalli,1683.0,3.0,80.0,3
4880,Seegehalli,1176.0,2.0,50.0,2
4881,Seegehalli,3000.0,4.0,240.0,3
4882,Shampura,2650.0,4.0,150.0,4
4883,Shampura,1200.0,2.0,53.0,2
4884,Shampura,700.0,1.0,35.0,2
4885,Shampura,1400.0,3.0,70.0,3
4886,Shampura,1475.0,3.0,78.0,3
4887,Shampura,1700.0,3.0,75.0,3
4888,Shivaji Nagar,850.0,2.0,55.0,2
4889,Shivaji Nagar,1554.0,3.0,130.0,2
4890,Shivaji Nagar,2200.0,2.0,110.0,2
4891,Shivaji Nagar,3820.0,1.0,306.0,1
4892,Shivaji Nagar,703.0,2.0,49.5,2
4893,Shivaji Nagar,1460.0,2.0,90.0,3
4894,Shivaji Nagar,1226.0,2.0,60.0,3
4895,Singasandra,1440.0,2.0,65.0,3
4896,Singasandra,1030.0,2.0,55.0,2
4897,Singasandra,3850.0,6.0,195.0,4
4898,Singasandra,1100.0,2.0,52.0,2
4899,Singasandra,1306.0,2.0,58.0,3
4900,Singasandra,1300.0,2.0,65.0,2
4901,Singasandra,1010.0,2.0,40.0,2
4902,Singasandra,1375.0,2.0,58.0,2
4903,Singasandra,1120.0,2.0,60.0,2
4904,Singasandra,1510.0,3.0,75.0,3
4905,Singasandra,1179.0,2.0,56.0,2
4906,Singasandra,1416.0,2.0,67.0,2
4907,Singasandra,1476.0,2.0,73.0,3
4908,Singasandra,1139.7,2.0,45.0,2
4909,Singasandra,1465.0,2.0,60.0,2
4910,Singasandra,1653.0,3.0,85.0,3
4911,Somasundara Palya,1255.0,2.0,67.0,2
4912,Somasundara Palya,1178.0,2.0,73.0,2
4913,Somasundara Palya,1174.0,2.0,74.0,2
4914,Somasundara Palya,1329.0,2.0,70.0,2
4915,Somasundara Palya,2372.0,3.0,140.0,3
4916,Somasundara Palya,1185.0,2.0,70.0,2
4917,Somasundara Palya,1200.0,2.0,75.0,2
4918,Somasundara Palya,2400.0,3.0,140.0,4
4919,Somasundara Palya,1650.0,3.0,95.0,3
4920,Somasundara Palya,1186.0,2.0,72.0,2
4921,Somasundara Palya,1186.0,2.0,76.0,2
4922,Somasundara Palya,1185.0,2.0,75.0,2
4923,Sompura,825.0,2.0,33.0,2
4924,Sompura,1020.0,2.0,41.0,2
4925,Sompura,1126.0,2.0,39.0,2
4926,Sompura,825.0,2.0,32.0,2
4927,Sompura,1360.0,2.0,45.0,3
4928,Sompura,1350.0,2.0,47.0,3
4929,Sompura,2150.0,3.0,85.0,4
4930,Sonnenahalli,896.0,2.0,43.75,2
4931,Sonnenahalli,1268.0,2.0,73.0,2
4932,Sonnenahalli,1011.0,2.0,50.53,2
4933,Sonnenahalli,1484.0,3.0,74.18,3
4934,Sonnenahalli,1610.0,3.0,80.48,3
4935,Sonnenahalli,1268.0,2.0,58.0,2
4936,Sonnenahalli,1268.0,2.0,56.0,2
4937,Sonnenahalli,605.0,1.0,30.24,1
4938,Sonnenahalli,1484.0,3.0,75.0,3
4939,Subramanyapura,929.0,2.0,50.17,2
4940,Subramanyapura,975.0,2.0,58.0,2
4941,Subramanyapura,985.0,2.0,58.0,2
4942,Subramanyapura,1313.0,2.0,73.0,2
4943,Subramanyapura,1313.0,2.0,66.5,2
4944,Subramanyapura,1255.0,2.0,79.0,3
4945,Subramanyapura,929.0,2.0,48.0,2
4946,Subramanyapura,975.0,2.0,63.0,2
4947,Subramanyapura,950.0,2.0,55.0,2
4948,Subramanyapura,929.0,2.0,56.0,2
4949,Subramanyapura,1260.0,2.0,76.0,3
4950,Subramanyapura,960.0,2.0,55.0,2
4951,Subramanyapura,1260.0,2.0,73.0,3
4952,Subramanyapura,1278.0,3.0,70.0,3
4953,Subramanyapura,929.0,2.0,49.0,2
4954,Subramanyapura,1260.0,2.0,75.0,3
4955,Subramanyapura,1260.0,2.0,80.0,3
4956,Subramanyapura,929.0,1.0,51.0,2
4957,Subramanyapura,1880.0,3.0,110.0,3
4958,Subramanyapura,985.0,2.0,62.5,2
4959,Sultan Palaya,900.0,2.0,45.0,2
4960,Sultan Palaya,1009.0,2.0,65.0,2
4961,Sultan Palaya,5000.0,5.0,325.0,4
4962,Sultan Palaya,1070.0,2.0,49.0,2
4963,TC Palaya,1475.0,3.0,98.0,3
4964,TC Palaya,1200.0,2.0,60.0,2
4965,TC Palaya,1240.0,2.0,60.0,2
4966,TC Palaya,1500.0,2.0,100.0,3
4967,TC Palaya,1200.0,2.0,65.0,2
4968,TC Palaya,1200.0,2.0,70.0,2
4969,TC Palaya,900.0,2.0,55.0,2
4970,TC Palaya,4800.0,3.0,302.0,4
4971,TC Palaya,1000.0,2.0,64.0,2
4972,TC Palaya,900.0,2.0,55.0,2
4973,TC Palaya,1200.0,2.0,66.0,2
4974,TC Palaya,1500.0,2.0,120.0,3
4975,TC Palaya,900.0,2.0,55.0,2
4976,TC Palaya,900.0,2.0,55.0,2
4977,TC Palaya,1200.0,2.0,65.0,2
4978,TC Palaya,1500.0,2.0,75.0,2
4979,TC Palaya,1000.0,2.0,70.0,2
4980,TC Palaya,1100.0,2.0,65.0,2
4981,TC Palaya,1800.0,2.0,80.0,2
4982,TC Palaya,1200.0,2.0,70.0,2
4983,TC Palaya,1350.0,1.0,55.0,1
4984,TC Palaya,900.0,2.0,55.0,2
4985,TC Palaya,900.0,2.0,55.0,2
4986,TC Palaya,1082.0,2.0,64.0,2
4987,TC Palaya,1152.0,2.0,55.0,2
4988,Talaghattapura,1868.0,3.0,131.0,3
4989,Talaghattapura,2940.0,3.0,120.0,3
4990,Talaghattapura,2106.0,3.0,126.0,3
4991,Talaghattapura,1868.0,3.0,121.0,3
4992,Talaghattapura,2106.0,3.0,126.0,3
4993,Talaghattapura,1868.0,3.0,135.0,3
4994,Talaghattapura,1856.0,3.0,135.0,3
4995,Talaghattapura,1868.0,3.0,120.0,3
4996,Talaghattapura,1804.0,3.0,115.0,3
4997,Talaghattapura,1856.0,3.0,135.0,3
4998,Talaghattapura,2254.0,3.0,153.0,3
4999,Talaghattapura,2106.0,3.0,148.0,3
5000,Talaghattapura,1856.0,3.0,135.0,3
5001,Talaghattapura,2273.0,3.0,159.0,3
5002,Talaghattapura,2099.0,3.0,147.0,3
5003,Talaghattapura,1100.0,2.0,50.0,2
5004,Talaghattapura,1100.0,2.0,49.49,2
5005,Talaghattapura,1575.0,3.0,80.0,3
5006,Talaghattapura,2273.0,3.0,145.0,3
5007,Talaghattapura,1175.0,2.0,62.0,2
5008,Talaghattapura,1804.0,3.0,127.0,3
5009,Talaghattapura,1062.0,2.0,42.48,2
5010,Talaghattapura,2940.0,3.0,122.0,3
5011,Talaghattapura,1800.0,3.0,84.0,3
5012,Talaghattapura,2265.0,3.0,159.0,3
5013,Talaghattapura,2099.0,3.0,134.0,3
5014,Thanisandra,1296.0,2.0,80.0,2
5015,Thanisandra,1436.0,3.0,74.75,3
5016,Thanisandra,2050.0,3.0,145.0,3
5017,Thanisandra,2144.0,3.0,145.0,3
5018,Thanisandra,445.0,1.0,28.0,1
5019,Thanisandra,1296.0,2.0,83.0,2
5020,Thanisandra,1825.0,3.0,100.0,3
5021,Thanisandra,2144.0,3.0,135.0,3
5022,Thanisandra,1093.0,2.0,70.0,2
5023,Thanisandra,1265.0,2.0,79.0,3
5024,Thanisandra,1651.0,3.0,97.38,3
5025,Thanisandra,1265.0,2.0,85.0,2
5026,Thanisandra,1564.0,3.0,101.0,3
5027,Thanisandra,1847.0,3.0,123.0,3
5028,Thanisandra,1697.0,3.0,114.0,3
5029,Thanisandra,1573.0,3.0,95.0,3
5030,Thanisandra,1917.0,3.0,122.0,3
5031,Thanisandra,1098.0,2.0,68.0,2
5032,Thanisandra,760.0,1.0,50.3,1
5033,Thanisandra,2002.0,3.0,112.0,3
5034,Thanisandra,1697.0,3.0,115.0,3
5035,Thanisandra,923.0,1.0,60.84,1
5036,Thanisandra,1743.0,3.0,93.25,3
5037,Thanisandra,3216.0,4.0,226.0,4
5038,Thanisandra,1296.0,2.0,72.0,2
5039,Thanisandra,1874.0,4.0,130.0,3
5040,Thanisandra,1698.0,3.0,102.0,3
5041,Thanisandra,1411.0,3.0,93.04,3
5042,Thanisandra,1996.0,3.0,135.0,3
5043,Thanisandra,1801.0,3.0,115.0,3
5044,Thanisandra,1265.0,2.0,82.0,2
5045,Thanisandra,1917.0,4.0,113.0,3
5046,Thanisandra,662.0,1.0,42.0,1
5047,Thanisandra,1948.0,3.0,130.0,3
5048,Thanisandra,1922.0,3.0,106.0,3
5049,Thanisandra,965.0,2.0,67.0,2
5050,Thanisandra,1098.0,2.0,74.0,2
5051,Thanisandra,1564.0,3.0,104.0,3
5052,Thanisandra,1200.0,2.0,65.0,3
5053,Thanisandra,1917.0,4.0,100.0,3
5054,Thanisandra,2127.0,3.0,135.0,3
5055,Thanisandra,1276.0,2.0,75.0,2
5056,Thanisandra,2259.0,5.0,135.0,4
5057,Thanisandra,1265.0,2.0,78.0,2
5058,Thanisandra,934.0,2.0,55.0,2
5059,Thanisandra,1056.0,2.0,68.0,2
5060,Thanisandra,1595.0,3.0,110.0,3
5061,Thanisandra,1411.0,3.0,93.15,3
5062,Thanisandra,1093.0,2.0,68.1,2
5063,Thanisandra,1093.0,2.0,72.0,2
5064,Thanisandra,1698.0,3.0,107.0,3
5065,Thanisandra,1564.0,3.0,105.0,3
5066,Thanisandra,1265.0,2.0,83.0,2
5067,Thanisandra,965.0,2.0,56.0,2
5068,Thanisandra,1546.0,3.0,95.0,3
5069,Thanisandra,1697.0,3.0,110.0,3
5070,Thanisandra,1492.0,3.0,88.0,3
5071,Thanisandra,2072.0,3.0,122.0,3
5072,Thanisandra,1880.0,3.0,120.0,3
5073,Thanisandra,760.0,1.0,50.0,1
5074,Thanisandra,1800.0,4.0,125.0,3
5075,Thanisandra,933.0,2.0,58.0,1
5076,Thanisandra,1917.0,3.0,110.0,3
5077,Thanisandra,1996.0,4.0,123.0,3
5078,Thanisandra,1183.0,2.0,77.25,2
5079,Thanisandra,1491.0,3.0,88.0,3
5080,Thanisandra,1881.0,3.0,95.0,3
5081,Thanisandra,1564.0,3.0,100.0,3
5082,Thanisandra,663.0,1.0,46.1,1
5083,Thanisandra,662.0,1.0,45.0,1
5084,Thanisandra,1573.0,3.0,98.0,3
5085,Thanisandra,1262.0,2.0,83.0,3
5086,Thanisandra,1056.0,2.0,65.0,2
5087,Thanisandra,1702.0,3.0,115.0,3
5088,Thanisandra,1343.0,2.0,75.0,2
5089,Thanisandra,1935.0,4.0,122.0,3
5090,Thanisandra,933.0,2.0,55.0,2
5091,Thanisandra,1183.0,2.0,77.3,2
5092,Thanisandra,662.0,1.0,38.0,1
5093,Thanisandra,1265.0,2.0,72.0,2
5094,Thanisandra,1595.0,3.0,105.0,3
5095,Thanisandra,1241.0,2.0,65.0,3
5096,Thanisandra,2087.0,4.0,139.0,3
5097,Thanisandra,2050.0,3.0,150.0,3
5098,Thanisandra,1098.0,2.0,71.0,2
5099,Thanisandra,1411.0,3.0,93.25,3
5100,Thanisandra,1262.0,2.0,65.0,3
5101,Thanisandra,1732.0,3.0,112.0,3
5102,Thanisandra,933.0,2.0,66.0,2
5103,Thanisandra,933.0,1.0,61.0,1
5104,Thanisandra,1702.0,3.0,107.0,3
5105,Thanisandra,2030.0,4.0,125.0,3
5106,Thanisandra,663.0,1.0,46.0,1
5107,Thanisandra,1411.0,3.0,100.0,3
5108,Thanisandra,1702.0,3.0,120.0,3
5109,Thanisandra,1948.0,4.0,129.0,4
5110,Thanisandra,1573.0,3.0,90.0,3
5111,Thanisandra,1056.0,2.0,70.0,2
5112,Thanisandra,1595.0,3.0,96.0,3
5113,Thanisandra,1056.0,2.0,75.0,2
5114,Thanisandra,1245.0,2.0,83.05,2
5115,Thanisandra,2695.0,4.0,188.0,4
5116,Thanisandra,1261.0,2.0,80.0,3
5117,Thanisandra,1884.0,4.0,117.0,3
5118,Thanisandra,965.0,2.0,54.0,2
5119,Thanisandra,1930.0,4.0,122.0,3
5120,Thanisandra,1241.0,2.0,68.0,3
5121,Thanisandra,1930.0,4.0,120.0,3
5122,Thanisandra,760.0,1.0,50.4,1
5123,Thanisandra,1801.0,3.0,115.0,3
5124,Thanisandra,1806.0,6.0,116.0,3
5125,Thanisandra,3671.0,4.0,220.0,4
5126,Thanisandra,1573.0,3.0,115.0,3
5127,Thanisandra,1305.0,2.0,90.0,2
5128,Thanisandra,1965.0,4.0,125.0,3
5129,Thanisandra,1573.0,3.0,100.0,3
5130,Thanisandra,1917.0,4.0,130.0,4
5131,Thigalarapalya,3122.0,6.0,230.0,4
5132,Thigalarapalya,1297.0,2.0,103.0,2
5133,Thigalarapalya,3122.0,6.0,235.0,4
5134,Thigalarapalya,3122.0,6.0,245.0,4
5135,Thigalarapalya,2072.0,4.0,150.0,3
5136,Thigalarapalya,1418.0,2.0,103.0,2
5137,Thigalarapalya,1418.0,2.0,101.0,2
5138,Thigalarapalya,1165.0,2.0,95.0,2
5139,Thigalarapalya,1418.0,2.0,104.0,2
5140,Thigalarapalya,1418.0,2.0,103.0,2
5141,Thigalarapalya,2072.0,4.0,159.0,3
5142,Thigalarapalya,1418.0,2.0,106.0,2
5143,Thigalarapalya,1418.0,2.0,104.0,2
5144,Thigalarapalya,3122.0,6.0,237.0,4
5145,Thigalarapalya,1418.0,2.0,105.0,2
5146,Thigalarapalya,1418.0,2.0,104.0,2
5147,Thigalarapalya,2215.0,4.0,160.0,3
5148,Thigalarapalya,1418.0,2.0,106.0,2
5149,Thigalarapalya,2072.0,4.0,155.0,3
5150,Thigalarapalya,1830.0,4.0,135.0,3
5151,Thigalarapalya,1418.0,2.0,105.0,2
5152,Thigalarapalya,2072.0,4.0,160.0,3
5153,Thigalarapalya,1245.0,2.0,100.0,2
5154,Thigalarapalya,2072.0,4.0,152.0,3
5155,Thigalarapalya,2072.0,4.0,160.0,3
5156,Thigalarapalya,2072.0,4.0,155.0,3
5157,Thigalarapalya,3122.0,6.0,235.0,4
5158,Thigalarapalya,2072.0,4.0,153.0,3
5159,Thigalarapalya,2072.0,4.0,157.0,3
5160,Thigalarapalya,1418.0,2.0,105.0,2
5161,Thigalarapalya,3362.0,5.0,249.0,4
5162,Thigalarapalya,3122.0,6.0,245.0,4
5163,Thigalarapalya,1245.0,2.0,100.0,2
5164,Thigalarapalya,1830.0,3.0,133.0,3
5165,Thigalarapalya,4190.0,4.0,325.0,4
5166,Thigalarapalya,2072.0,4.0,151.0,3
5167,Thigalarapalya,1400.0,2.0,105.0,2
5168,Thigalarapalya,2215.0,4.0,162.0,3
5169,Thigalarapalya,3122.0,6.0,250.0,4
5170,Thigalarapalya,1297.0,2.0,98.0,2
5171,Thubarahalli,3800.0,4.0,239.0,4
5172,Thubarahalli,1200.0,2.0,78.0,2
5173,Thubarahalli,1128.0,2.0,75.0,2
5174,Thubarahalli,1185.0,2.0,65.0,2
5175,Thubarahalli,975.0,2.0,55.0,2
5176,Thubarahalli,1330.0,2.0,75.0,2
5177,Thubarahalli,1085.0,2.0,70.0,2
5178,Thubarahalli,1216.0,2.0,80.0,2
5179,Thubarahalli,1200.0,2.0,79.0,2
5180,Thubarahalli,1200.0,2.0,80.0,2
5181,Thubarahalli,1200.0,2.0,79.55,2
5182,Thubarahalli,2625.0,3.0,175.0,3
5183,Thubarahalli,1584.0,3.0,101.0,3
5184,Thyagaraja Nagar,800.0,1.0,100.0,1
5185,Thyagaraja Nagar,2000.0,4.0,145.0,5
5186,Thyagaraja Nagar,1270.0,2.0,95.25,3
5187,Thyagaraja Nagar,1040.0,2.0,68.0,2
5188,Tindlu,1500.0,2.0,87.0,3
5189,Tindlu,7500.0,7.0,400.0,7
5190,Tindlu,1357.0,2.0,65.0,3
5191,Tindlu,1500.0,3.0,87.0,3
5192,Tindlu,1370.07,3.0,65.0,3
5193,Tindlu,1165.0,2.0,59.8,2
5194,Tindlu,1050.0,2.0,55.0,2
5195,Tindlu,1100.0,2.0,55.0,2
5196,Tumkur Road,1500.0,3.0,95.0,3
5197,Tumkur Road,1779.0,3.0,112.0,3
5198,Tumkur Road,1586.0,3.0,100.0,3
5199,Tumkur Road,1098.0,2.0,72.0,2
5200,Tumkur Road,1354.0,3.0,90.0,3
5201,Tumkur Road,1240.0,2.0,84.0,3
5202,Tumkur Road,1239.0,2.0,82.0,2
5203,Tumkur Road,1246.0,2.0,82.0,2
5204,Tumkur Road,1500.0,3.0,100.0,3
5205,Tumkur Road,1789.0,3.0,98.0,3
5206,Tumkur Road,1416.0,3.0,94.0,3
5207,Tumkur Road,1027.0,2.0,60.0,2
5208,Tumkur Road,1027.0,2.0,68.62,2
5209,Tumkur Road,1459.0,2.0,95.0,3
5210,Tumkur Road,992.0,2.0,60.0,2
5211,Tumkur Road,1066.0,2.0,52.5,2
5212,Tumkur Road,708.0,2.0,32.0,2
5213,Tumkur Road,1240.0,2.0,79.0,3
5214,Tumkur Road,1441.0,2.0,95.0,3
5215,Tumkur Road,1240.0,2.0,83.0,3
5216,Tumkur Road,1027.0,2.0,67.0,2
5217,Tumkur Road,1060.0,2.0,58.3,3
5218,Tumkur Road,992.0,2.0,70.0,2
5219,Tumkur Road,1354.0,3.0,85.86,3
5220,Ulsoor,2135.0,3.0,215.0,3
5221,Ulsoor,1275.0,2.0,120.0,2
5222,Ulsoor,1180.0,2.0,100.0,2
5223,Ulsoor,1340.0,3.0,90.0,3
5224,Ulsoor,1500.0,2.0,125.0,3
5225,Ulsoor,2000.0,3.0,185.0,3
5226,Ulsoor,1255.0,2.0,120.0,2
5227,Ulsoor,1685.0,4.0,185.0,3
5228,Ulsoor,2135.0,3.0,170.0,3
5229,Ulsoor,1160.0,2.0,130.0,2
5230,Uttarahalli,1440.0,2.0,62.0,3
5231,Uttarahalli,1143.0,2.0,45.0,2
5232,Uttarahalli,1020.0,2.0,45.0,2
5233,Uttarahalli,1286.0,2.0,63.0,2
5234,Uttarahalli,1101.0,2.0,45.0,2
5235,Uttarahalli,1345.0,2.0,67.0,2
5236,Uttarahalli,1175.0,2.0,47.0,2
5237,Uttarahalli,1390.0,2.0,62.55,3
5238,Uttarahalli,1330.0,2.0,56.0,3
5239,Uttarahalli,1008.0,2.0,45.0,2
5240,Uttarahalli,1390.0,2.0,60.47,3
5241,Uttarahalli,1150.0,2.0,49.0,2
5242,Uttarahalli,1330.0,2.0,56.0,3
5243,Uttarahalli,1200.0,2.0,44.0,2
5244,Uttarahalli,993.0,2.0,39.71,2
5245,Uttarahalli,1045.0,2.0,45.0,2
5246,Uttarahalli,850.0,2.0,37.93,2
5247,Uttarahalli,1345.0,2.0,57.0,3
5248,Uttarahalli,1089.0,2.0,43.55,2
5249,Uttarahalli,1279.0,2.0,48.0,2
5250,Uttarahalli,1425.0,2.0,64.0,3
5251,Uttarahalli,1050.0,2.0,42.0,2
5252,Uttarahalli,1300.0,2.0,55.0,3
5253,Uttarahalli,1250.0,2.0,55.0,3
5254,Uttarahalli,1700.0,3.0,88.0,3
5255,Uttarahalli,1085.0,2.0,43.0,2
5256,Uttarahalli,1175.0,2.0,47.0,2
5257,Uttarahalli,1175.0,2.0,47.0,2
5258,Uttarahalli,1215.0,2.0,52.85,3
5259,Uttarahalli,1325.0,2.0,53.0,2
5260,Uttarahalli,1300.0,2.0,60.0,3
5261,Uttarahalli,850.0,2.0,35.0,2
5262,Uttarahalli,1360.0,2.0,61.2,3
5263,Uttarahalli,1134.0,2.0,45.36,2
5264,Uttarahalli,1320.0,2.0,55.44,3
5265,Uttarahalli,1390.0,2.0,61.16,3
5266,Uttarahalli,1090.0,2.0,45.0,2
5267,Uttarahalli,1050.0,2.0,42.0,2
5268,Uttarahalli,1123.0,2.0,48.0,2
5269,Uttarahalli,1329.0,2.0,56.0,3
5270,Uttarahalli,938.0,2.0,35.0,2
5271,Uttarahalli,1100.0,1.0,45.0,2
5272,Uttarahalli,1125.0,2.0,47.0,2
5273,Uttarahalli,1685.0,3.0,85.0,3
5274,Uttarahalli,1390.0,2.0,62.55,3
5275,Uttarahalli,1160.0,2.0,45.0,2
5276,Uttarahalli,1280.0,2.0,60.0,3
5277,Uttarahalli,1190.0,2.0,53.55,2
5278,Uttarahalli,1330.0,2.0,57.0,3
5279,Uttarahalli,1560.0,3.0,74.0,3
5280,Uttarahalli,1125.0,2.0,48.0,2
5281,Uttarahalli,1320.0,2.0,55.44,3
5282,Uttarahalli,1065.0,2.0,42.59,2
5283,Uttarahalli,1075.0,2.0,46.76,2
5284,Uttarahalli,1215.0,2.0,52.85,3
5285,Uttarahalli,1002.0,2.0,40.08,2
5286,Uttarahalli,1002.0,2.0,40.08,2
5287,Uttarahalli,1075.0,2.0,40.0,2
5288,Uttarahalli,1125.0,2.0,47.65,2
5289,Uttarahalli,1300.0,2.0,55.0,2
5290,Uttarahalli,980.0,2.0,45.0,2
5291,Uttarahalli,1125.0,2.0,47.0,2
5292,Uttarahalli,1175.0,2.0,47.0,2
5293,Uttarahalli,1265.0,2.0,65.0,3
5294,Uttarahalli,1213.0,2.0,48.0,2
5295,Uttarahalli,900.0,2.0,35.0,2
5296,Uttarahalli,1065.0,2.0,42.6,2
5297,Uttarahalli,1125.0,2.0,47.0,2
5298,Uttarahalli,1270.0,2.0,55.25,3
5299,Uttarahalli,1270.0,2.0,55.25,3
5300,Uttarahalli,1107.0,2.0,45.0,2
5301,Uttarahalli,1200.0,2.0,55.0,2
5302,Uttarahalli,1460.0,3.0,76.0,3
5303,Uttarahalli,1500.0,3.0,68.0,3
5304,Uttarahalli,1120.0,2.0,50.0,2
5305,Uttarahalli,1150.0,2.0,46.0,2
5306,Uttarahalli,1330.0,2.0,58.0,3
5307,Uttarahalli,1050.0,2.0,42.0,2
5308,Uttarahalli,1125.0,2.0,48.0,2
5309,Uttarahalli,1345.0,2.0,57.0,3
5310,Uttarahalli,1345.0,2.0,57.0,3
5311,Uttarahalli,1000.0,2.0,52.0,2
5312,Uttarahalli,1000.0,2.0,39.5,2
5313,Uttarahalli,1125.0,1.0,45.0,2
5314,Uttarahalli,1330.0,2.0,57.0,3
5315,Uttarahalli,1125.0,2.0,47.0,2
5316,Uttarahalli,1165.0,1.0,42.09,2
5317,Uttarahalli,1260.0,2.0,55.0,2
5318,Uttarahalli,1284.0,2.0,53.36,2
5319,Uttarahalli,1150.0,2.0,45.99,2
5320,Uttarahalli,1290.0,2.0,56.12,3
5321,Uttarahalli,1328.0,2.0,56.0,3
5322,Uttarahalli,1290.0,2.0,56.12,3
5323,Uttarahalli,1075.0,2.0,46.76,2
5324,Uttarahalli,1345.0,2.0,57.0,3
5325,Varthur,1160.0,2.0,44.0,2
5326,Varthur,1385.0,2.0,80.0,2
5327,Varthur,1535.0,3.0,65.99,3
5328,Varthur,1024.0,2.0,42.0,2
5329,Varthur,1125.0,2.0,40.0,2
5330,Varthur,1012.0,2.0,66.5,2
5331,Varthur,1112.0,2.0,40.0,2
5332,Varthur,1055.0,2.0,45.35,2
5333,Varthur,1280.0,2.0,65.0,2
5334,Varthur,977.0,2.0,36.0,2
5335,Varthur,1250.0,3.0,71.0,3
5336,Varthur,1200.0,3.0,67.75,3
5337,Varthur,1111.0,2.0,41.88,2
5338,Varthur,1140.0,2.0,55.5,2
5339,Varthur,1012.0,2.0,59.0,2
5340,Varthur,1140.0,2.0,39.9,2
5341,Varthur,1090.0,2.0,48.0,2
5342,Varthur,1450.0,3.0,71.0,3
5343,Varthur,1210.0,2.0,60.0,2
5344,Varthur,1070.0,2.0,46.0,2
5345,Varthur,1360.0,2.0,85.0,3
5346,Varthur,965.0,2.0,34.0,2
5347,Varthur,1120.0,2.0,44.24,2
5348,Varthur,1395.0,2.0,79.0,3
5349,Varthur,1085.0,2.0,45.0,2
5350,Varthur,1250.0,2.0,47.0,2
5351,Varthur,1200.0,3.0,68.38,3
5352,Varthur,1155.0,2.0,60.0,2
5353,Varthur,1035.0,2.0,60.0,2
5354,Varthur,1100.0,2.0,72.0,2
5355,Varthur,1155.0,2.0,39.0,2
5356,Varthur,1180.0,2.0,55.0,2
5357,Varthur,1045.0,2.0,40.65,2
5358,Varthur,1155.0,2.0,39.0,2
5359,Varthur,1615.0,3.0,69.43,3
5360,Varthur,1210.0,2.0,64.15,2
5361,Varthur,1105.0,2.0,38.0,2
5362,Varthur,1560.0,3.0,90.0,3
5363,Varthur,1760.0,2.0,85.0,2
5364,Varthur,1210.0,2.0,54.0,2
5365,Varthur,1112.0,2.0,40.0,2
5366,Varthur,1000.0,1.0,65.0,2
5367,Varthur,1665.0,3.0,71.58,3
5368,Varthur Road,900.0,2.0,27.0,2
5369,Varthur Road,1277.0,2.0,59.0,2
5370,Varthur Road,1247.0,2.0,58.0,3
5371,Varthur Road,1050.0,2.0,42.7,2
5372,Varthur Road,1255.0,2.0,52.76,2
5373,Varthur Road,1033.0,2.0,32.0,2
5374,Varthur Road,1140.0,2.0,49.11,2
5375,Varthur Road,850.0,2.0,25.4,2
5376,Vasanthapura,1022.0,2.0,40.0,2
5377,Vasanthapura,1135.0,2.0,39.73,2
5378,Vasanthapura,995.0,2.0,34.82,2
5379,Vasanthapura,995.0,2.0,34.82,2
5380,Vasanthapura,1037.0,2.0,36.28,2
5381,Vasanthapura,978.0,2.0,34.22,2
5382,Vasanthapura,1037.0,2.0,36.28,2
5383,Vidyaranyapura,1440.0,2.0,95.0,2
5384,Vidyaranyapura,1062.0,2.0,38.0,2
5385,Vidyaranyapura,1200.0,2.0,55.0,2
5386,Vidyaranyapura,1060.0,2.0,55.0,2
5387,Vidyaranyapura,1100.0,2.0,54.0,2
5388,Vidyaranyapura,1440.0,2.0,70.0,3
5389,Vidyaranyapura,1100.0,2.0,54.0,2
5390,Vidyaranyapura,1000.0,2.0,35.0,2
